"region","bygningstype","statistikkvariabel","år","value"
"Nordland","Tomannsbolig","Boliger (bebodde og ubebodde)","2017",11433
"Nordland","Tomannsbolig","Boliger (bebodde og ubebodde)","2018",11450
"Nordland","Tomannsbolig","Boliger (bebodde og ubebodde)","2019",11533
"Oppland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2006",2538
"Oppland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2007",2526
"Oppland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2008",2410
"Oppland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2009",2400
"Oppland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2010",2438
"Oppland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2011",2436
"Oppland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2012",2721
"Oppland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2013",2834
"Oppland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2014",2793
"Oppland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2015",2880
"Oppland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2016",2988
"Oppland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2017",3023
"Oppland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2018",3034
"Oppland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2019",3044
"Oppland","Boligblokk","Boliger (bebodde og ubebodde)","2006",5157
"Oppland","Boligblokk","Boliger (bebodde og ubebodde)","2007",5358
"Oppland","Boligblokk","Boliger (bebodde og ubebodde)","2008",5666
"Oppland","Boligblokk","Boliger (bebodde og ubebodde)","2009",5906
"Oppland","Boligblokk","Boliger (bebodde og ubebodde)","2010",5883
"Oppland","Boligblokk","Boliger (bebodde og ubebodde)","2011",5767
"Oppland","Boligblokk","Boliger (bebodde og ubebodde)","2012",5885
"Oppland","Boligblokk","Boliger (bebodde og ubebodde)","2013",6022
"Oppland","Boligblokk","Boliger (bebodde og ubebodde)","2014",6036
"Oppland","Boligblokk","Boliger (bebodde og ubebodde)","2015",6205
"Oppland","Boligblokk","Boliger (bebodde og ubebodde)","2016",6362
"Oppland","Boligblokk","Boliger (bebodde og ubebodde)","2017",6594
"Oppland","Boligblokk","Boliger (bebodde og ubebodde)","2018",6996
"Oppland","Boligblokk","Boliger (bebodde og ubebodde)","2019",7288
"Oppland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2006",1963
"Oppland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2007",1982
"Oppland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2008",1941
"Oppland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2009",2043
"Oppland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2010",2084
"Oppland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2011",2164
"Oppland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2012",2195
"Oppland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2013",2336
"Oppland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2014",2485
"Oppland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2015",2548
"Oppland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2016",2892
"Oppland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2017",2904
"Oppland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2018",2886
"Oppland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2019",2985
"Oppland","Enebolig","Boliger (bebodde og ubebodde)","2006",67492
"Oppland","Enebolig","Boliger (bebodde og ubebodde)","2007",67699
"Oppland","Enebolig","Boliger (bebodde og ubebodde)","2008",67566
"Oppland","Enebolig","Boliger (bebodde og ubebodde)","2009",67931
"Oppland","Enebolig","Boliger (bebodde og ubebodde)","2010",68255
"Oppland","Enebolig","Boliger (bebodde og ubebodde)","2011",68220
"Oppland","Enebolig","Boliger (bebodde og ubebodde)","2012",68357
"Oppland","Enebolig","Boliger (bebodde og ubebodde)","2013",68440
"Oppland","Enebolig","Boliger (bebodde og ubebodde)","2014",68667
"Oppland","Enebolig","Boliger (bebodde og ubebodde)","2015",69000
"Oppland","Enebolig","Boliger (bebodde og ubebodde)","2016",69255
"Oppland","Enebolig","Boliger (bebodde og ubebodde)","2017",69454
"Oppland","Enebolig","Boliger (bebodde og ubebodde)","2018",69643
"Oppland","Enebolig","Boliger (bebodde og ubebodde)","2019",69795
"Oppland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2006",5719
"Oppland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2007",5863
"Oppland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2008",6111
"Oppland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2009",6252
"Oppland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2010",6313
"Oppland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2011",6363
"Oppland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2012",6433
"Oppland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2013",6543
"Oppland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2014",6637
"Oppland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2015",6771
"Oppland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2016",6848
"Oppland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2017",6922
"Oppland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2018",7046
"Oppland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2019",7193
"Oppland","Tomannsbolig","Boliger (bebodde og ubebodde)","2006",8189
"Oppland","Tomannsbolig","Boliger (bebodde og ubebodde)","2007",8236
"Oppland","Tomannsbolig","Boliger (bebodde og ubebodde)","2008",8277
"Oppland","Tomannsbolig","Boliger (bebodde og ubebodde)","2009",8423
"Oppland","Tomannsbolig","Boliger (bebodde og ubebodde)","2010",8476
"Oppland","Tomannsbolig","Boliger (bebodde og ubebodde)","2011",8554
"Oppland","Tomannsbolig","Boliger (bebodde og ubebodde)","2012",8615
"Oppland","Tomannsbolig","Boliger (bebodde og ubebodde)","2013",8702
"Oppland","Tomannsbolig","Boliger (bebodde og ubebodde)","2014",8736
"Oppland","Tomannsbolig","Boliger (bebodde og ubebodde)","2015",8827
"Oppland","Tomannsbolig","Boliger (bebodde og ubebodde)","2016",8837
"Oppland","Tomannsbolig","Boliger (bebodde og ubebodde)","2017",8950
"Oppland","Tomannsbolig","Boliger (bebodde og ubebodde)","2018",9057
"Oppland","Tomannsbolig","Boliger (bebodde og ubebodde)","2019",9222
"Oslo","Andre bygningstyper","Boliger (bebodde og ubebodde)","2006",4095
"Oslo","Andre bygningstyper","Boliger (bebodde og ubebodde)","2007",4080
"Oslo","Andre bygningstyper","Boliger (bebodde og ubebodde)","2008",4022
"Oslo","Andre bygningstyper","Boliger (bebodde og ubebodde)","2009",4109
"Oslo","Andre bygningstyper","Boliger (bebodde og ubebodde)","2010",4166
"Oslo","Andre bygningstyper","Boliger (bebodde og ubebodde)","2011",4456
"Oslo","Andre bygningstyper","Boliger (bebodde og ubebodde)","2012",4965
"Oslo","Andre bygningstyper","Boliger (bebodde og ubebodde)","2013",5177
"Oslo","Andre bygningstyper","Boliger (bebodde og ubebodde)","2014",5523
"Oslo","Andre bygningstyper","Boliger (bebodde og ubebodde)","2015",5688
"Oslo","Andre bygningstyper","Boliger (bebodde og ubebodde)","2016",5414
"Oslo","Andre bygningstyper","Boliger (bebodde og ubebodde)","2017",5585
"Oslo","Andre bygningstyper","Boliger (bebodde og ubebodde)","2018",5049
"Oslo","Andre bygningstyper","Boliger (bebodde og ubebodde)","2019",5062
"Oslo","Boligblokk","Boliger (bebodde og ubebodde)","2006",209819
"Oslo","Boligblokk","Boliger (bebodde og ubebodde)","2007",213277
"Oslo","Boligblokk","Boliger (bebodde og ubebodde)","2008",218177
"Oslo","Boligblokk","Boliger (bebodde og ubebodde)","2009",222382
"Oslo","Boligblokk","Boliger (bebodde og ubebodde)","2010",224518
"Oslo","Boligblokk","Boliger (bebodde og ubebodde)","2011",226089
"Oslo","Boligblokk","Boliger (bebodde og ubebodde)","2012",226615
"Oslo","Boligblokk","Boliger (bebodde og ubebodde)","2013",230855
"Oslo","Boligblokk","Boliger (bebodde og ubebodde)","2014",233098
"Oslo","Boligblokk","Boliger (bebodde og ubebodde)","2015",235563
"Oslo","Boligblokk","Boliger (bebodde og ubebodde)","2016",238063
"Oslo","Boligblokk","Boliger (bebodde og ubebodde)","2017",239944
"Oslo","Boligblokk","Boliger (bebodde og ubebodde)","2018",240734
"Oslo","Boligblokk","Boliger (bebodde og ubebodde)","2019",244030
"Oslo","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2006",3906
"Oslo","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2007",4127
"Oslo","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2008",4147
"Oslo","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2009",4209
"Oslo","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2010",4233
"Oslo","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2011",4416
"Oslo","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2012",4465
"Oslo","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2013",4762
"Oslo","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2014",5134
"Oslo","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2015",5273
"Oslo","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2016",5347
"Oslo","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2017",5849
"Oslo","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2018",8175
"Oslo","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2019",9043
"Oslo","Enebolig","Boliger (bebodde og ubebodde)","2006",26182
"Oslo","Enebolig","Boliger (bebodde og ubebodde)","2007",26271
"Oslo","Enebolig","Boliger (bebodde og ubebodde)","2008",25553
"Oslo","Enebolig","Boliger (bebodde og ubebodde)","2009",25662
"Oslo","Enebolig","Boliger (bebodde og ubebodde)","2010",25783
"Oslo","Enebolig","Boliger (bebodde og ubebodde)","2011",25997
"Oslo","Enebolig","Boliger (bebodde og ubebodde)","2012",25999
"Oslo","Enebolig","Boliger (bebodde og ubebodde)","2013",26189
"Oslo","Enebolig","Boliger (bebodde og ubebodde)","2014",26312
"Oslo","Enebolig","Boliger (bebodde og ubebodde)","2015",26622
"Oslo","Enebolig","Boliger (bebodde og ubebodde)","2016",26965
"Oslo","Enebolig","Boliger (bebodde og ubebodde)","2017",27182
"Oslo","Enebolig","Boliger (bebodde og ubebodde)","2018",27319
"Oslo","Enebolig","Boliger (bebodde og ubebodde)","2019",27453
"Oslo","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2006",29212
"Oslo","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2007",29457
"Oslo","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2008",29153
"Oslo","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2009",29465
"Oslo","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2010",29759
"Oslo","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2011",30081
"Oslo","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2012",30422
"Oslo","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2013",30642
"Oslo","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2014",30658
"Oslo","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2015",30817
"Oslo","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2016",30741
"Oslo","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2017",30688
"Oslo","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2018",30769
"Oslo","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2019",30913
"Oslo","Tomannsbolig","Boliger (bebodde og ubebodde)","2006",19200
"Oslo","Tomannsbolig","Boliger (bebodde og ubebodde)","2007",19411
"Oslo","Tomannsbolig","Boliger (bebodde og ubebodde)","2008",18974
"Oslo","Tomannsbolig","Boliger (bebodde og ubebodde)","2009",18970
"Oslo","Tomannsbolig","Boliger (bebodde og ubebodde)","2010",19078
"Oslo","Tomannsbolig","Boliger (bebodde og ubebodde)","2011",19342
"Oslo","Tomannsbolig","Boliger (bebodde og ubebodde)","2012",19581
"Oslo","Tomannsbolig","Boliger (bebodde og ubebodde)","2013",19690
"Oslo","Tomannsbolig","Boliger (bebodde og ubebodde)","2014",19731
"Oslo","Tomannsbolig","Boliger (bebodde og ubebodde)","2015",19893
"Oslo","Tomannsbolig","Boliger (bebodde og ubebodde)","2016",19976
"Oslo","Tomannsbolig","Boliger (bebodde og ubebodde)","2017",20110
"Oslo","Tomannsbolig","Boliger (bebodde og ubebodde)","2018",20246
"Oslo","Tomannsbolig","Boliger (bebodde og ubebodde)","2019",20400
"Rogaland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2006",5032
"Rogaland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2007",5139
"Rogaland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2008",5064
"Rogaland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2009",5097
"Rogaland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2010",5197
"Rogaland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2011",5272
"Rogaland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2012",5539
"Rogaland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2013",5497
"Rogaland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2014",5432
"Rogaland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2015",5623
"Rogaland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2016",5728
"Rogaland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2017",5730
"Rogaland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2018",5897
"Rogaland","Andre bygningstyper","Boliger (bebodde og ubebodde)","2019",5996
"Rogaland","Boligblokk","Boliger (bebodde og ubebodde)","2006",20489
"Rogaland","Boligblokk","Boliger (bebodde og ubebodde)","2007",21914
"Rogaland","Boligblokk","Boliger (bebodde og ubebodde)","2008",24128
"Rogaland","Boligblokk","Boliger (bebodde og ubebodde)","2009",25703
"Rogaland","Boligblokk","Boliger (bebodde og ubebodde)","2010",26784
"Rogaland","Boligblokk","Boliger (bebodde og ubebodde)","2011",27383
"Rogaland","Boligblokk","Boliger (bebodde og ubebodde)","2012",27957
"Rogaland","Boligblokk","Boliger (bebodde og ubebodde)","2013",29494
"Rogaland","Boligblokk","Boliger (bebodde og ubebodde)","2014",31029
"Rogaland","Boligblokk","Boliger (bebodde og ubebodde)","2015",32699
"Rogaland","Boligblokk","Boliger (bebodde og ubebodde)","2016",34241
"Rogaland","Boligblokk","Boliger (bebodde og ubebodde)","2017",34985
"Rogaland","Boligblokk","Boliger (bebodde og ubebodde)","2018",35637
"Rogaland","Boligblokk","Boliger (bebodde og ubebodde)","2019",36332
"Rogaland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2006",2001
"Rogaland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2007",2010
"Rogaland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2008",2023
"Rogaland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2009",2102
"Rogaland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2010",2123
"Rogaland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2011",2409
"Rogaland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2012",2582
"Rogaland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2013",2608
"Rogaland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2014",2742
"Rogaland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2015",2743
"Rogaland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2016",3094
"Rogaland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2017",3143
"Rogaland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2018",3288
"Rogaland","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2019",3233
"Rogaland","Enebolig","Boliger (bebodde og ubebodde)","2006",109438
"Rogaland","Enebolig","Boliger (bebodde og ubebodde)","2007",109948
"Rogaland","Enebolig","Boliger (bebodde og ubebodde)","2008",110547
"Rogaland","Enebolig","Boliger (bebodde og ubebodde)","2009",111300
"Rogaland","Enebolig","Boliger (bebodde og ubebodde)","2010",112243
"Rogaland","Enebolig","Boliger (bebodde og ubebodde)","2011",112957
"Rogaland","Enebolig","Boliger (bebodde og ubebodde)","2012",113649
"Rogaland","Enebolig","Boliger (bebodde og ubebodde)","2013",114366
"Rogaland","Enebolig","Boliger (bebodde og ubebodde)","2014",115165
"Rogaland","Enebolig","Boliger (bebodde og ubebodde)","2015",115847
"Rogaland","Enebolig","Boliger (bebodde og ubebodde)","2016",116598
"Rogaland","Enebolig","Boliger (bebodde og ubebodde)","2017",117167
"Rogaland","Enebolig","Boliger (bebodde og ubebodde)","2018",117599
"Rogaland","Enebolig","Boliger (bebodde og ubebodde)","2019",118166
"Rogaland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2006",18764
"Rogaland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2007",19273
"Rogaland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2008",20029
"Rogaland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2009",20587
"Rogaland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2010",21077
"Rogaland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2011",21624
"Rogaland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2012",22360
"Rogaland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2013",23262
"Rogaland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2014",24043
"Rogaland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2015",24810
"Rogaland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2016",25735
"Rogaland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2017",26396
"Rogaland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2018",27009
"Rogaland","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2019",27674
"Rogaland","Tomannsbolig","Boliger (bebodde og ubebodde)","2006",20556
"Rogaland","Tomannsbolig","Boliger (bebodde og ubebodde)","2007",20785
"Rogaland","Tomannsbolig","Boliger (bebodde og ubebodde)","2008",21107
"Rogaland","Tomannsbolig","Boliger (bebodde og ubebodde)","2009",21403
"Rogaland","Tomannsbolig","Boliger (bebodde og ubebodde)","2010",21652
"Rogaland","Tomannsbolig","Boliger (bebodde og ubebodde)","2011",21926
"Rogaland","Tomannsbolig","Boliger (bebodde og ubebodde)","2012",22024
"Rogaland","Tomannsbolig","Boliger (bebodde og ubebodde)","2013",22288
"Rogaland","Tomannsbolig","Boliger (bebodde og ubebodde)","2014",22399
"Rogaland","Tomannsbolig","Boliger (bebodde og ubebodde)","2015",22569
"Rogaland","Tomannsbolig","Boliger (bebodde og ubebodde)","2016",22679
"Rogaland","Tomannsbolig","Boliger (bebodde og ubebodde)","2017",22790
"Rogaland","Tomannsbolig","Boliger (bebodde og ubebodde)","2018",22868
"Rogaland","Tomannsbolig","Boliger (bebodde og ubebodde)","2019",22972
"Sogn og Fjordane","Andre bygningstyper","Boliger (bebodde og ubebodde)","2006",2017
"Sogn og Fjordane","Andre bygningstyper","Boliger (bebodde og ubebodde)","2007",1958
"Sogn og Fjordane","Andre bygningstyper","Boliger (bebodde og ubebodde)","2008",1944
"Sogn og Fjordane","Andre bygningstyper","Boliger (bebodde og ubebodde)","2009",1922
"Sogn og Fjordane","Andre bygningstyper","Boliger (bebodde og ubebodde)","2010",1917
"Sogn og Fjordane","Andre bygningstyper","Boliger (bebodde og ubebodde)","2011",1965
"Sogn og Fjordane","Andre bygningstyper","Boliger (bebodde og ubebodde)","2012",2136
"Sogn og Fjordane","Andre bygningstyper","Boliger (bebodde og ubebodde)","2013",2235
"Sogn og Fjordane","Andre bygningstyper","Boliger (bebodde og ubebodde)","2014",2244
"Sogn og Fjordane","Andre bygningstyper","Boliger (bebodde og ubebodde)","2015",2343
"Sogn og Fjordane","Andre bygningstyper","Boliger (bebodde og ubebodde)","2016",2410
"Sogn og Fjordane","Andre bygningstyper","Boliger (bebodde og ubebodde)","2017",2478
"Sogn og Fjordane","Andre bygningstyper","Boliger (bebodde og ubebodde)","2018",2471
"Sogn og Fjordane","Andre bygningstyper","Boliger (bebodde og ubebodde)","2019",2558
"Sogn og Fjordane","Boligblokk","Boliger (bebodde og ubebodde)","2006",1450
"Sogn og Fjordane","Boligblokk","Boliger (bebodde og ubebodde)","2007",1616
"Sogn og Fjordane","Boligblokk","Boliger (bebodde og ubebodde)","2008",1869
"Sogn og Fjordane","Boligblokk","Boliger (bebodde og ubebodde)","2009",1988
"Sogn og Fjordane","Boligblokk","Boliger (bebodde og ubebodde)","2010",2080
"Sogn og Fjordane","Boligblokk","Boliger (bebodde og ubebodde)","2011",2152
"Sogn og Fjordane","Boligblokk","Boliger (bebodde og ubebodde)","2012",2195
"Sogn og Fjordane","Boligblokk","Boliger (bebodde og ubebodde)","2013",2376
"Sogn og Fjordane","Boligblokk","Boliger (bebodde og ubebodde)","2014",2541
"Sogn og Fjordane","Boligblokk","Boliger (bebodde og ubebodde)","2015",2701
"Sogn og Fjordane","Boligblokk","Boliger (bebodde og ubebodde)","2016",2826
"Sogn og Fjordane","Boligblokk","Boliger (bebodde og ubebodde)","2017",2916
"Sogn og Fjordane","Boligblokk","Boliger (bebodde og ubebodde)","2018",3128
"Sogn og Fjordane","Boligblokk","Boliger (bebodde og ubebodde)","2019",3286
"Sogn og Fjordane","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2006",1186
"Sogn og Fjordane","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2007",1210
"Sogn og Fjordane","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2008",1220
"Sogn og Fjordane","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2009",1222
"Sogn og Fjordane","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2010",1241
"Sogn og Fjordane","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2011",1274
"Sogn og Fjordane","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2012",1308
"Sogn og Fjordane","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2013",1331
"Sogn og Fjordane","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2014",1293
"Sogn og Fjordane","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2015",1356
"Sogn og Fjordane","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2016",1393
"Sogn og Fjordane","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2017",1560
"Sogn og Fjordane","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2018",1551
"Sogn og Fjordane","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2019",1523
"Sogn og Fjordane","Enebolig","Boliger (bebodde og ubebodde)","2006",39636
"Sogn og Fjordane","Enebolig","Boliger (bebodde og ubebodde)","2007",39544
"Sogn og Fjordane","Enebolig","Boliger (bebodde og ubebodde)","2008",39299
"Sogn og Fjordane","Enebolig","Boliger (bebodde og ubebodde)","2009",39428
"Sogn og Fjordane","Enebolig","Boliger (bebodde og ubebodde)","2010",39648
"Sogn og Fjordane","Enebolig","Boliger (bebodde og ubebodde)","2011",39512
"Sogn og Fjordane","Enebolig","Boliger (bebodde og ubebodde)","2012",39680
"Sogn og Fjordane","Enebolig","Boliger (bebodde og ubebodde)","2013",39894
"Sogn og Fjordane","Enebolig","Boliger (bebodde og ubebodde)","2014",39995
"Sogn og Fjordane","Enebolig","Boliger (bebodde og ubebodde)","2015",40100
"Sogn og Fjordane","Enebolig","Boliger (bebodde og ubebodde)","2016",40261
"Sogn og Fjordane","Enebolig","Boliger (bebodde og ubebodde)","2017",40488
"Sogn og Fjordane","Enebolig","Boliger (bebodde og ubebodde)","2018",40603
"Sogn og Fjordane","Enebolig","Boliger (bebodde og ubebodde)","2019",40607
"Sogn og Fjordane","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2006",4243
"Sogn og Fjordane","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2007",4295
"Sogn og Fjordane","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2008",4354
"Sogn og Fjordane","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2009",4445
"Sogn og Fjordane","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2010",4511
"Sogn og Fjordane","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2011",4603
"Sogn og Fjordane","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2012",4845
"Sogn og Fjordane","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2013",4980
"Sogn og Fjordane","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2014",5020
"Sogn og Fjordane","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2015",5075
"Sogn og Fjordane","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2016",5117
"Sogn og Fjordane","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2017",5250
"Sogn og Fjordane","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2018",5434
"Sogn og Fjordane","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2019",5577
"Sogn og Fjordane","Tomannsbolig","Boliger (bebodde og ubebodde)","2006",3977
"Sogn og Fjordane","Tomannsbolig","Boliger (bebodde og ubebodde)","2007",4005
"Sogn og Fjordane","Tomannsbolig","Boliger (bebodde og ubebodde)","2008",4065
"Sogn og Fjordane","Tomannsbolig","Boliger (bebodde og ubebodde)","2009",4093
"Sogn og Fjordane","Tomannsbolig","Boliger (bebodde og ubebodde)","2010",4106
"Sogn og Fjordane","Tomannsbolig","Boliger (bebodde og ubebodde)","2011",4155
"Sogn og Fjordane","Tomannsbolig","Boliger (bebodde og ubebodde)","2012",4206
"Sogn og Fjordane","Tomannsbolig","Boliger (bebodde og ubebodde)","2013",4267
"Sogn og Fjordane","Tomannsbolig","Boliger (bebodde og ubebodde)","2014",4306
"Sogn og Fjordane","Tomannsbolig","Boliger (bebodde og ubebodde)","2015",4353
"Sogn og Fjordane","Tomannsbolig","Boliger (bebodde og ubebodde)","2016",4412
"Sogn og Fjordane","Tomannsbolig","Boliger (bebodde og ubebodde)","2017",4465
"Sogn og Fjordane","Tomannsbolig","Boliger (bebodde og ubebodde)","2018",4522
"Sogn og Fjordane","Tomannsbolig","Boliger (bebodde og ubebodde)","2019",4571
