"region","bygningstype","statistikkvariabel","år","value"
"Vest-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2018",7567
"Vest-Agder","Tomannsbolig","Boliger (bebodde og ubebodde)","2019",7685
"Vestfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2006",3805
"Vestfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2007",3763
"Vestfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2008",3843
"Vestfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2009",3804
"Vestfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2010",3838
"Vestfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2011",3844
"Vestfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2012",3998
"Vestfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2013",4055
"Vestfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2014",3931
"Vestfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2015",4035
"Vestfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2016",4137
"Vestfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2017",4196
"Vestfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2018",4278
"Vestfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2019",4398
"Vestfold","Boligblokk","Boliger (bebodde og ubebodde)","2006",11633
"Vestfold","Boligblokk","Boliger (bebodde og ubebodde)","2007",12059
"Vestfold","Boligblokk","Boliger (bebodde og ubebodde)","2008",12509
"Vestfold","Boligblokk","Boliger (bebodde og ubebodde)","2009",13003
"Vestfold","Boligblokk","Boliger (bebodde og ubebodde)","2010",13252
"Vestfold","Boligblokk","Boliger (bebodde og ubebodde)","2011",13685
"Vestfold","Boligblokk","Boliger (bebodde og ubebodde)","2012",13955
"Vestfold","Boligblokk","Boliger (bebodde og ubebodde)","2013",14269
"Vestfold","Boligblokk","Boliger (bebodde og ubebodde)","2014",14597
"Vestfold","Boligblokk","Boliger (bebodde og ubebodde)","2015",15088
"Vestfold","Boligblokk","Boliger (bebodde og ubebodde)","2016",15667
"Vestfold","Boligblokk","Boliger (bebodde og ubebodde)","2017",16255
"Vestfold","Boligblokk","Boliger (bebodde og ubebodde)","2018",16898
"Vestfold","Boligblokk","Boliger (bebodde og ubebodde)","2019",17712
"Vestfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2006",1619
"Vestfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2007",1715
"Vestfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2008",1816
"Vestfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2009",2001
"Vestfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2010",2071
"Vestfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2011",2087
"Vestfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2012",2166
"Vestfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2013",2300
"Vestfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2014",2269
"Vestfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2015",2520
"Vestfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2016",2502
"Vestfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2017",2531
"Vestfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2018",2543
"Vestfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2019",2689
"Vestfold","Enebolig","Boliger (bebodde og ubebodde)","2006",59770
"Vestfold","Enebolig","Boliger (bebodde og ubebodde)","2007",60009
"Vestfold","Enebolig","Boliger (bebodde og ubebodde)","2008",60254
"Vestfold","Enebolig","Boliger (bebodde og ubebodde)","2009",60156
"Vestfold","Enebolig","Boliger (bebodde og ubebodde)","2010",60450
"Vestfold","Enebolig","Boliger (bebodde og ubebodde)","2011",60762
"Vestfold","Enebolig","Boliger (bebodde og ubebodde)","2012",61137
"Vestfold","Enebolig","Boliger (bebodde og ubebodde)","2013",61426
"Vestfold","Enebolig","Boliger (bebodde og ubebodde)","2014",61712
"Vestfold","Enebolig","Boliger (bebodde og ubebodde)","2015",62114
"Vestfold","Enebolig","Boliger (bebodde og ubebodde)","2016",62443
"Vestfold","Enebolig","Boliger (bebodde og ubebodde)","2017",62817
"Vestfold","Enebolig","Boliger (bebodde og ubebodde)","2018",63123
"Vestfold","Enebolig","Boliger (bebodde og ubebodde)","2019",63430
"Vestfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2006",14079
"Vestfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2007",14392
"Vestfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2008",14714
"Vestfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2009",14823
"Vestfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2010",14912
"Vestfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2011",15173
"Vestfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2012",15353
"Vestfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2013",15555
"Vestfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2014",15759
"Vestfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2015",16017
"Vestfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2016",16267
"Vestfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2017",16617
"Vestfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2018",16901
"Vestfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2019",17213
"Vestfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2006",10440
"Vestfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2007",10467
"Vestfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2008",10584
"Vestfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2009",10523
"Vestfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2010",10641
"Vestfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2011",10763
"Vestfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2012",10921
"Vestfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2013",11058
"Vestfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2014",11220
"Vestfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2015",11334
"Vestfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2016",11539
"Vestfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2017",11729
"Vestfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2018",11942
"Vestfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2019",12113
"Østfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2006",4215
"Østfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2007",4089
"Østfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2008",4116
"Østfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2009",4158
"Østfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2010",4288
"Østfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2011",4388
"Østfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2012",4591
"Østfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2013",4636
"Østfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2014",4633
"Østfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2015",4642
"Østfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2016",4686
"Østfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2017",4727
"Østfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2018",4730
"Østfold","Andre bygningstyper","Boliger (bebodde og ubebodde)","2019",4715
"Østfold","Boligblokk","Boliger (bebodde og ubebodde)","2006",15800
"Østfold","Boligblokk","Boliger (bebodde og ubebodde)","2007",16268
"Østfold","Boligblokk","Boliger (bebodde og ubebodde)","2008",17114
"Østfold","Boligblokk","Boliger (bebodde og ubebodde)","2009",17928
"Østfold","Boligblokk","Boliger (bebodde og ubebodde)","2010",18229
"Østfold","Boligblokk","Boliger (bebodde og ubebodde)","2011",18365
"Østfold","Boligblokk","Boliger (bebodde og ubebodde)","2012",18768
"Østfold","Boligblokk","Boliger (bebodde og ubebodde)","2013",19179
"Østfold","Boligblokk","Boliger (bebodde og ubebodde)","2014",19587
"Østfold","Boligblokk","Boliger (bebodde og ubebodde)","2015",19939
"Østfold","Boligblokk","Boliger (bebodde og ubebodde)","2016",20366
"Østfold","Boligblokk","Boliger (bebodde og ubebodde)","2017",20814
"Østfold","Boligblokk","Boliger (bebodde og ubebodde)","2018",21746
"Østfold","Boligblokk","Boliger (bebodde og ubebodde)","2019",22453
"Østfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2006",1225
"Østfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2007",1298
"Østfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2008",1266
"Østfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2009",1255
"Østfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2010",1227
"Østfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2011",1258
"Østfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2012",1310
"Østfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2013",1316
"Østfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2014",1447
"Østfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2015",1717
"Østfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2016",1700
"Østfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2017",1925
"Østfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2018",1940
"Østfold","Bygning for bofellesskap","Boliger (bebodde og ubebodde)","2019",2005
"Østfold","Enebolig","Boliger (bebodde og ubebodde)","2006",68236
"Østfold","Enebolig","Boliger (bebodde og ubebodde)","2007",68526
"Østfold","Enebolig","Boliger (bebodde og ubebodde)","2008",68705
"Østfold","Enebolig","Boliger (bebodde og ubebodde)","2009",69339
"Østfold","Enebolig","Boliger (bebodde og ubebodde)","2010",69980
"Østfold","Enebolig","Boliger (bebodde og ubebodde)","2011",70505
"Østfold","Enebolig","Boliger (bebodde og ubebodde)","2012",70703
"Østfold","Enebolig","Boliger (bebodde og ubebodde)","2013",71087
"Østfold","Enebolig","Boliger (bebodde og ubebodde)","2014",71546
"Østfold","Enebolig","Boliger (bebodde og ubebodde)","2015",71936
"Østfold","Enebolig","Boliger (bebodde og ubebodde)","2016",72359
"Østfold","Enebolig","Boliger (bebodde og ubebodde)","2017",72840
"Østfold","Enebolig","Boliger (bebodde og ubebodde)","2018",73314
"Østfold","Enebolig","Boliger (bebodde og ubebodde)","2019",73641
"Østfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2006",16241
"Østfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2007",16555
"Østfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2008",17026
"Østfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2009",17227
"Østfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2010",17383
"Østfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2011",17526
"Østfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2012",17778
"Østfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2013",17961
"Østfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2014",18186
"Østfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2015",18434
"Østfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2016",18672
"Østfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2017",18902
"Østfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2018",19334
"Østfold","Rekkehus, kjedehus og andre småhus","Boliger (bebodde og ubebodde)","2019",19740
"Østfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2006",14187
"Østfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2007",14229
"Østfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2008",14286
"Østfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2009",14420
"Østfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2010",14474
"Østfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2011",14523
"Østfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2012",14615
"Østfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2013",14694
"Østfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2014",14791
"Østfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2015",14932
"Østfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2016",15113
"Østfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2017",15330
"Østfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2018",15568
"Østfold","Tomannsbolig","Boliger (bebodde og ubebodde)","2019",15892
